100000 3
0.392883 0.459790 0.489226 
0.119531 0.708167 0.575279 
0.099138 0.975055 0.591934 
0.051905 0.624199 0.855687 
0.005036 0.818599 0.867863 
0.081568 0.541919 0.845862 
0.021921 0.852931 0.631182 
0.008649 0.621665 0.803161 
0.177394 0.801867 0.492607 
0.306693 0.594305 0.539868 
0.321779 0.556407 0.612701 
0.457815 0.517227 0.510821 
0.023535 0.805543 0.575265 
0.051680 0.934456 0.512490 
0.086774 0.845995 0.589062 
0.111856 0.628747 0.760942 
0.001188 0.513938 0.912650 
0.016498 0.501659 0.875002 
0.213179 0.824540 0.558994 
0.207917 0.520392 0.781222 
0.008786 0.766310 0.907581 
0.234802 0.678194 0.675799 
0.196551 0.652431 0.668722 
0.093434 0.549375 0.813804 
0.175957 0.720060 0.639922 
0.135696 0.720175 0.617007 
0.143335 0.584642 0.685290 
0.092522 0.828869 0.506807 
0.322395 0.696519 0.519565 
0.132225 0.634435 0.713869 
0.017663 0.809014 0.637953 
0.080735 0.789829 0.616593 
0.063115 0.969007 0.517290 
0.004012 0.548123 0.966359 
0.390070 0.631361 0.584933 
0.081330 0.555127 0.778767 
0.130873 0.577487 0.657340 
0.457207 0.516529 0.547410 
0.303776 0.545097 0.682377 
0.192654 0.553663 0.817968 
0.062453 0.931065 0.546551 
0.262929 0.683978 0.737478 
0.162727 0.648604 0.772876 
0.373849 0.537139 0.636604 
0.252440 0.641102 0.652593 
0.351228 0.535416 0.701944 
0.068433 0.808054 0.644165 
0.021529 0.962259 0.562940 
0.010001 0.745131 0.802860 
0.045745 0.558424 0.748591 
0.407036 0.605930 0.586609 
0.185326 0.675936 0.661900 
0.316991 0.587120 0.591566 
0.000224 0.640630 0.869040 
0.009363 0.806680 0.634610 
0.182271 0.678455 0.742809 
0.197663 0.707243 0.559141 
0.343645 0.514450 0.647318 
0.445010 0.560723 0.603548 
0.033921 0.817719 0.739298 
0.260388 0.644787 0.466759 
0.221563 0.619263 0.605548 
0.011978 0.956127 0.532337 
0.053401 0.513352 0.799109 
0.190032 0.574465 0.703145 
0.357543 0.606779 0.633603 
0.164916 0.667667 0.515075 
0.063440 0.572836 0.874368 
0.245928 0.515019 0.726349 
0.092814 0.577139 0.817211 
0.189033 0.539134 0.665657 
0.119446 0.976788 0.556115 
0.345266 0.583340 0.733516 
0.250835 0.458108 0.584709 
0.150938 0.512051 0.802189 
0.239555 0.730402 0.499172 
0.012881 0.667319 0.918244 
0.007866 0.840934 0.467679 
0.071088 0.603125 0.863510 
0.360925 0.556146 0.671576 
0.349360 0.551201 0.716581 
0.015610 0.783938 0.731764 
0.036263 0.693317 0.805251 
0.182462 0.505059 0.816445 
0.082692 0.622968 0.854771 
0.070838 0.930721 0.566651 
0.041899 0.537087 0.963933 
0.018328 0.870935 0.531735 
0.098234 0.854508 0.666085 
0.110477 0.666969 0.760866 
0.391414 0.564176 0.586430 
0.034304 0.544901 0.873654 
0.261445 0.654807 0.631637 
0.054164 0.940930 0.554824 
0.106978 0.769597 0.584293 
0.022663 0.685690 0.841433 
0.234729 0.714286 0.499799 
0.097136 0.663934 0.675036 
0.111464 0.724382 0.739203 
0.027589 0.497679 0.936310 
0.189660 0.936934 0.572539 
0.254919 0.678427 0.498864 
0.173574 0.634387 0.688302 
0.095732 0.642439 0.566472 
0.298023 0.756040 0.641455 
0.214662 0.541147 0.736793 
0.019505 0.867163 0.588940 
0.251312 0.697324 0.649447 
0.190677 0.576480 0.946093 
0.206556 0.850545 0.552627 
0.052219 0.566627 0.951224 
0.076885 0.882549 0.807628 
0.014238 0.727746 0.765409 
0.101636 0.637476 0.901019 
0.177458 0.628043 0.683923 
0.114600 0.703804 0.819358 
0.329589 0.577240 0.470703 
0.066079 0.840951 0.705072 
0.225836 0.534346 0.758494 
0.058092 0.651044 0.832270 
0.178423 0.698019 0.651105 
0.119584 0.790622 0.584830 
0.014188 0.664429 0.847487 
0.067210 0.560869 0.834838 
0.041006 0.896623 0.469967 
0.205590 0.539211 0.841990 
0.352665 0.663390 0.551825 
0.064469 0.656401 0.639600 
0.247160 0.782771 0.541143 
0.274208 0.608981 0.556458 
0.036172 0.645537 0.795523 
0.141269 0.549012 0.719014 
0.403634 0.613035 0.600399 
0.202725 0.735532 0.504376 
0.111833 0.676127 0.768294 
0.143397 0.658980 0.701252 
0.069717 0.588787 0.906688 
0.108637 0.828630 0.689302 
0.264103 0.665465 0.475685 
0.087033 0.545852 0.782059 
0.174235 0.706324 0.657641 
0.209756 0.608254 0.710180 
0.076338 0.592191 0.706899 
0.241256 0.561716 0.718660 
0.160298 0.690498 0.581747 
0.182588 0.784531 0.613254 
0.098438 0.832004 0.510901 
0.215788 0.718134 0.564713 
0.316728 0.608561 0.499693 
0.246781 0.604890 0.578559 
0.236075 0.614306 0.582072 
0.198148 0.694105 0.562820 
0.065418 0.904571 0.491642 
0.131201 0.790793 0.706357 
0.395149 0.555426 0.642046 
0.153399 0.517636 0.732866 
0.101868 0.738746 0.700208 
0.139386 0.820358 0.543667 
0.015337 0.927292 0.590594 
0.005611 0.746112 0.696945 
0.288717 0.675480 0.566099 
0.444089 0.594780 0.557818 
0.324983 0.694323 0.648772 
0.175478 0.552379 0.857091 
0.056677 0.629307 0.886447 
0.335520 0.501354 0.530318 
0.179150 0.766809 0.553332 
0.051223 0.541817 0.793507 
0.304479 0.636091 0.513713 
0.184408 0.601578 0.649742 
0.033492 0.851934 0.620462 
0.178358 0.777277 0.556899 
0.307418 0.689846 0.655245 
0.021760 0.835738 0.576242 
0.269745 0.537823 0.753985 
0.248847 0.544764 0.779562 
0.131937 0.721228 0.675901 
0.331018 0.552021 0.567787 
0.008488 0.819767 0.595184 
0.037859 0.615361 0.856498 
0.106150 0.603798 0.753649 
0.068006 0.679946 0.754570 
0.198021 0.543340 0.721002 
0.225419 0.766879 0.509968 
0.044259 0.732865 0.823377 
0.036514 0.895399 0.611416 
0.115466 0.645802 0.795724 
0.271736 0.638284 0.509823 
0.029284 0.635785 0.834378 
0.430992 0.475853 0.517060 
0.025337 0.666902 0.681334 
0.095868 0.619267 0.784579 
0.274839 0.508601 0.668566 
0.186338 0.700524 0.549702 
0.205219 0.588605 0.831387 
0.082887 0.890237 0.665917 
0.410325 0.569967 0.522965 
0.001834 0.799469 0.632024 
0.021672 0.736542 0.702138 
0.042806 0.662574 0.874193 
0.120033 0.933120 0.534210 
0.047269 0.609469 0.939887 
0.007865 0.611535 0.982293 
0.253814 0.699205 0.505455 
0.200508 0.569847 0.613507 
0.392690 0.550091 0.529292 
0.078748 0.862335 0.579722 
0.259117 0.617687 0.682328 
0.213926 0.585269 0.792367 
0.230987 0.499947 0.653484 
0.163388 0.631902 0.664286 
0.120861 0.804179 0.539043 
0.043463 0.938401 0.523428 
0.217517 0.536118 0.807667 
0.173425 0.545515 0.875824 
0.055774 0.808542 0.516473 
0.089636 0.704598 0.714432 
0.042985 0.749734 0.737608 
0.179416 0.622783 0.917253 
0.447244 0.527865 0.522603 
0.045370 0.634270 0.878018 
0.214933 0.475983 0.643874 
0.144165 0.705513 0.659938 
0.210262 0.601901 0.630413 
0.176189 0.673624 0.649191 
0.000423 0.667311 0.913878 
0.131289 0.804508 0.693267 
0.367912 0.623468 0.639519 
0.030819 0.570447 0.948294 
0.039921 0.485962 0.931370 
0.081798 0.888790 0.611264 
0.127735 0.576231 0.852691 
0.021761 0.648071 0.605954 
0.109904 0.816883 0.578415 
0.007667 0.931579 0.760746 
0.195549 0.785767 0.620088 
0.095890 0.839972 0.769926 
0.194920 0.690742 0.723081 
0.193226 0.666460 0.482285 
0.123020 0.906369 0.521712 
0.054478 0.948959 0.518983 
0.063144 0.740593 0.512946 
0.096959 0.850330 0.626712 
0.086762 0.519061 0.935006 
0.094659 0.712743 0.765568 
0.169170 0.741883 0.579644 
0.439276 0.540061 0.579427 
0.322017 0.605740 0.615705 
0.225875 0.665693 0.649932 
0.075735 0.832961 0.598834 
0.178074 0.655933 0.649897 
0.164278 0.694325 0.589174 
0.160163 0.523177 0.734918 
0.091977 0.597368 0.661051 
0.170975 0.902338 0.565753 
0.070329 0.720883 0.613893 
0.103764 0.567308 0.790765 
0.290069 0.480100 0.618844 
0.405836 0.629615 0.520541 
0.000860 0.856515 0.911413 
0.279775 0.621042 0.702302 
0.024812 0.785763 0.745867 
0.103653 0.558098 0.894043 
0.142508 0.539703 0.741915 
0.192655 0.744975 0.493596 
0.227401 0.857078 0.549172 
0.171927 0.699097 0.802338 
0.005060 0.983954 0.511979 
0.126769 0.816926 0.473614 
0.224951 0.582560 0.597590 
0.117650 0.838262 0.484704 
0.066569 0.633757 0.782886 
0.194900 0.520390 0.790380 
0.090944 0.683814 0.699299 
0.202677 0.807231 0.553128 
0.191828 0.833615 0.525901 
0.213245 0.516190 0.818000 
0.222899 0.804792 0.564389 
0.246085 0.630558 0.712785 
0.063007 0.680085 0.615167 
0.046830 0.842550 0.520682 
0.041551 0.832046 0.761637 
0.349368 0.647521 0.553832 
0.146827 0.557381 0.830182 
0.184532 0.786945 0.639096 
0.124048 0.587937 0.832666 
0.047157 0.983090 0.567449 
0.071136 0.618820 0.822612 
0.001008 0.776436 0.787319 
0.184633 0.570942 0.776108 
0.002486 0.772912 0.807890 
0.250527 0.621310 0.571655 
0.333476 0.494130 0.647459 
0.071727 0.594754 0.948293 
0.124250 0.705365 0.694415 
0.019678 0.893258 0.584005 
0.188419 0.741046 0.539334 
0.222261 0.794416 0.539486 
0.128497 0.521664 0.877711 
0.124489 0.573819 0.837522 
0.012576 0.751245 0.678090 
0.126241 0.832373 0.599092 
0.143453 0.618122 0.666193 
0.002995 0.550764 0.843713 
0.139255 0.795668 0.539645 
0.108061 0.809439 0.517307 
0.225448 0.561079 0.711203 
0.077707 0.925480 0.653908 
0.053282 0.926729 0.572772 
0.037488 0.896602 0.476789 
0.365947 0.543713 0.499454 
0.305404 0.586130 0.473333 
0.210576 0.757345 0.658470 
0.000471 0.585816 0.921439 
0.114909 0.772700 0.706377 
0.474583 0.528893 0.523337 
0.088218 0.846893 0.631963 
0.101869 0.519327 0.678953 
0.204362 0.667513 0.640634 
0.129183 0.632443 0.651906 
0.043596 0.684942 0.794703 
0.243002 0.570186 0.643553 
0.271439 0.590875 0.679344 
0.244416 0.735910 0.762635 
0.259476 0.506068 0.693898 
0.215684 0.714858 0.533806 
0.142470 0.732162 0.675312 
0.028567 0.813029 0.666034 
0.218281 0.607186 0.654291 
0.248313 0.841447 0.587104 
0.468418 0.504905 0.486864 
0.041316 0.815970 0.594165 
0.336060 0.521350 0.651879 
0.081040 0.918604 0.608702 
0.353607 0.567222 0.627522 
0.083341 0.816364 0.553451 
0.131769 0.836445 0.617902 
0.173657 0.754842 0.683375 
0.005837 0.559926 0.961506 
0.028844 0.889971 0.637916 
0.180840 0.787630 0.556733 
0.115724 0.827310 0.534777 
0.134171 0.565027 0.847552 
0.066727 0.604297 0.894352 
0.164223 0.565935 0.745073 
0.136748 0.820286 0.608720 
0.098754 0.789411 0.669762 
0.248943 0.580445 0.772317 
0.110716 0.775160 0.678546 
0.218122 0.520569 0.674618 
0.178938 0.693830 0.478305 
0.286725 0.560127 0.687245 
0.037205 0.564580 0.925699 
0.030456 0.704025 0.679799 
0.109547 0.745290 0.579048 
0.319230 0.601449 0.598777 
0.023945 0.963550 0.579686 
0.164257 0.512240 0.757597 
0.140918 0.905985 0.548377 
0.122319 0.684922 0.616675 
0.298042 0.682076 0.553455 
0.360483 0.522322 0.555481 
0.170111 0.730911 0.601169 
0.007433 0.770983 0.729360 
0.071542 0.538621 0.759145 
0.325769 0.511072 0.578389 
0.316636 0.632489 0.557558 
0.067796 0.691773 0.830474 
0.353793 0.654177 0.547524 
0.290387 0.596821 0.549240 
0.223672 0.526221 0.795360 
0.084194 0.771579 0.688831 
0.122719 0.588437 0.742368 
0.027373 0.548847 0.919770 
0.211298 0.503111 0.793270 
0.242952 0.565349 0.687731 
0.023238 0.745565 0.885528 
0.137145 0.636062 0.672116 
0.056034 0.617780 0.815200 
0.000789 0.577542 0.861172 
0.175966 0.739146 0.555549 
0.428846 0.548565 0.599663 
0.153441 0.534911 0.900059 
0.048613 0.637814 0.884913 
0.237416 0.568463 0.748365 
0.518929 0.588968 0.568516 
0.293837 0.641508 0.545214 
0.133947 0.696062 0.768830 
0.144839 0.534853 0.874031 
0.036825 0.488674 0.894617 
0.087205 0.717198 0.716494 
0.111383 0.834363 0.570087 
0.113553 0.625023 0.812872 
0.231195 0.755416 0.570890 
0.032617 0.564843 0.835075 
0.040054 0.737958 0.693745 
0.039702 0.568183 0.954748 
0.055043 0.647633 0.708146 
0.029645 0.941420 0.568111 
0.064496 0.787545 0.572826 
0.007292 0.682080 0.837275 
0.255308 0.689183 0.604382 
0.371457 0.478756 0.522867 
0.214339 0.717225 0.628613 
0.072719 0.508971 0.830607 
0.094644 0.649186 0.884010 
0.299169 0.619962 0.544456 
0.449231 0.524549 0.561724 
0.188219 0.540586 0.802644 
0.348133 0.596284 0.639305 
0.021810 0.978438 0.504959 
0.434165 0.614608 0.552860 
0.039438 0.953474 0.545306 
0.125055 0.931575 0.689279 
0.185755 0.669231 0.578961 
0.146340 0.904245 0.557427 
0.049509 0.593716 0.790996 
0.148130 0.631078 0.550066 
0.188894 0.623091 0.705929 
0.142656 0.616574 0.557326 
0.025291 0.625039 0.893181 
0.024742 0.931128 0.564800 
0.000749 0.921537 0.683785 
0.089616 0.770508 0.453353 
0.037812 0.865676 0.511426 
0.264743 0.722243 0.761040 
0.134287 0.523314 0.877759 
0.230588 0.562631 0.863423 
0.299628 0.595943 0.542075 
0.251200 0.577967 0.610076 
0.046064 0.668401 0.944095 
0.196468 0.642610 0.678408 
0.045384 0.795835 0.794753 
0.090548 0.577963 0.761060 
0.046662 0.573309 0.906903 
0.400943 0.489430 0.452587 
0.036752 0.635371 0.753942 
0.186288 0.731838 0.747772 
0.140330 0.576937 0.961179 
0.386988 0.572227 0.490142 
0.005559 0.662433 0.781709 
0.307182 0.543621 0.583400 
0.036710 0.880269 0.523860 
0.069483 0.795953 0.655378 
0.149366 0.620265 0.699436 
0.066530 0.712865 0.623264 
0.122721 0.512949 0.870177 
0.140463 0.500945 0.760744 
0.186925 0.789964 0.578724 
0.098369 0.795734 0.622993 
0.035792 0.612292 0.879523 
0.171513 0.772733 0.627006 
0.019741 0.760298 0.880596 
0.123492 0.488771 0.782677 
0.039684 0.487699 0.926219 
0.164144 0.575815 0.783931 
0.051344 0.711590 0.577884 
0.107903 0.702378 0.681074 
0.085737 0.758127 0.802368 
0.077216 0.538630 0.949072 
0.043458 0.900731 0.681058 
0.082059 0.661875 0.766429 
0.032962 0.532630 0.866827 
0.232011 0.587158 0.703249 
0.222683 0.666060 0.617792 
0.154934 0.596832 0.771146 
0.356940 0.504735 0.501218 
0.177065 0.803194 0.541856 
0.239213 0.553236 0.736146 
0.042663 0.874467 0.537128 
0.086961 0.925839 0.635035 
0.181897 0.666389 0.610896 
0.115518 0.664381 0.831271 
0.167804 0.626416 0.667938 
0.220976 0.524052 0.724976 
0.027834 0.695495 0.655243 
0.330684 0.558257 0.615259 
0.065729 0.540278 0.810612 
0.272979 0.782504 0.558603 
0.020007 0.661695 0.943099 
0.192444 0.808221 0.691019 
0.215404 0.761460 0.534048 
0.000075 0.665997 0.829802 
0.004232 0.649869 0.925640 
0.088026 0.501804 0.809756 
0.121927 0.689153 0.752735 
0.155543 0.684107 0.689812 
0.076804 0.920182 0.623072 
0.072426 0.684906 0.796103 
0.430927 0.548144 0.621150 
0.250891 0.576416 0.542142 
0.379223 0.617200 0.537742 
0.039909 0.937451 0.619204 
0.061106 0.664622 0.827912 
0.084602 0.911944 0.533831 
0.043602 0.930165 0.753728 
0.265297 0.542702 0.736577 
0.196874 0.669494 0.791489 
0.483695 0.589088 0.575177 
0.070236 0.558594 0.938474 
0.152577 0.568161 0.774044 
0.123294 0.531442 0.744310 
0.074650 0.786032 0.492491 
0.070957 0.768119 0.668665 
0.299057 0.525787 0.614964 
0.161662 0.575149 0.813514 
0.257981 0.677046 0.555174 
0.261377 0.656890 0.582327 
0.050468 0.851793 0.566443 
0.279151 0.653847 0.494510 
0.022225 0.983778 0.530844 
0.179400 0.580217 0.606187 
0.014778 0.662742 0.792176 
0.110933 0.763895 0.645602 
0.084122 0.659779 0.793535 
0.063478 0.780288 0.647481 
0.343758 0.479057 0.560578 
0.012651 0.606203 0.872882 
0.015354 0.789930 0.653013 
0.411970 0.591347 0.540570 
0.381816 0.672234 0.530211 
0.130195 0.563387 0.723058 
0.062795 0.816495 0.546349 
0.132597 0.852858 0.655176 
0.218729 0.640106 0.669941 
0.057952 0.990951 0.616524 
0.281594 0.682146 0.547868 
0.471238 0.546016 0.510351 
0.073472 0.780282 0.723187 
0.172599 0.609307 0.667596 
0.323080 0.660552 0.538302 
0.355587 0.536028 0.706221 
0.065360 0.971635 0.562789 
0.353239 0.543666 0.624600 
0.194563 0.745854 0.539338 
0.016895 0.899582 0.555616 
0.268550 0.675796 0.524635 
0.130822 0.671011 0.636582 
0.126733 0.922545 0.570719 
0.107393 0.669817 0.603130 
0.146105 0.751812 0.473409 
0.042477 0.617809 0.839245 
0.277880 0.582412 0.623746 
0.122280 0.785764 0.539651 
0.332654 0.618556 0.537129 
0.236885 0.505770 0.754902 
0.163846 0.717296 0.517420 
0.280621 0.502330 0.676644 
0.008520 0.498251 0.941675 
0.169990 0.564399 0.781650 
0.057369 0.593833 0.819246 
0.085123 0.691874 0.873605 
0.201467 0.724605 0.571126 
0.375171 0.694202 0.562883 
0.085487 0.939725 0.533547 
0.388222 0.583824 0.541814 
0.071734 0.537926 0.696822 
0.359182 0.593705 0.530231 
0.303864 0.577111 0.587963 
0.117947 0.576299 0.855579 
0.220401 0.725449 0.505725 
0.061491 0.828910 0.658529 
0.208329 0.659682 0.702343 
0.034858 0.961744 0.512089 
0.052590 0.841990 0.640475 
0.138993 0.777469 0.584111 
0.135134 0.658821 0.543287 
0.282351 0.628749 0.481869 
0.146570 0.716083 0.734867 
0.281576 0.482956 0.641067 
0.418895 0.570757 0.529469 
0.161086 0.492928 0.725497 
0.113069 0.559763 0.824116 
0.349579 0.515878 0.612065 
0.301615 0.480400 0.656726 
0.376088 0.629615 0.593757 
0.014516 0.721195 0.783940 
0.089645 0.572308 0.804217 
0.377575 0.503930 0.578632 
0.199331 0.854674 0.583314 
0.091663 0.749090 0.787530 
0.092570 0.788131 0.660400 
0.190729 0.732015 0.520854 
0.256343 0.804261 0.564561 
0.417154 0.508240 0.463979 
0.046388 0.669981 0.783461 
0.171289 0.633145 0.680652 
0.122407 0.785287 0.503952 
0.223965 0.680622 0.522079 
0.265832 0.561513 0.613885 
0.432905 0.478749 0.480803 
0.293265 0.724903 0.533363 
0.327419 0.633050 0.581645 
0.372383 0.519298 0.539590 
0.253097 0.563928 0.684658 
0.037050 0.617487 0.923791 
0.000033 0.998864 0.520025 
0.097925 0.822570 0.512847 
0.295851 0.720101 0.615735 
0.071397 0.740656 0.764384 
0.040366 0.853092 0.572651 
0.023364 0.585692 0.953352 
0.388093 0.532486 0.529923 
0.062313 0.992217 0.529348 
0.216844 0.479386 0.682379 
0.199467 0.648749 0.512546 
0.446312 0.569110 0.564736 
0.195949 0.531598 0.761286 
0.037202 0.561536 0.822322 
0.222432 0.584746 0.654513 
0.124847 0.524104 0.916227 
0.125599 0.857067 0.574932 
0.000115 0.703236 0.807949 
0.115823 0.645502 0.737526 
0.252025 0.584369 0.771830 
0.373739 0.580036 0.575989 
0.142063 0.732709 0.638896 
0.004625 0.476778 0.818405 
0.237063 0.779010 0.627061 
0.092849 0.908547 0.668040 
0.171366 0.691744 0.626270 
0.014038 0.884785 0.681034 
0.338565 0.578931 0.672323 
0.201974 0.486247 0.749224 
0.360173 0.681623 0.598649 
0.132093 0.590379 0.870054 
0.098063 0.970416 0.590155 
0.153050 0.783835 0.760891 
0.025674 0.734953 0.731729 
0.192160 0.582733 0.812283 
0.392425 0.522622 0.599210 
0.028379 0.536282 0.845615 
0.270941 0.652490 0.619569 
0.150001 0.794128 0.573142 
0.049446 0.853272 0.605070 
0.140499 0.746889 0.486975 
0.196936 0.564356 0.744677 
0.219424 0.754294 0.548462 
0.107815 0.765972 0.524835 
0.112530 0.749458 0.744483 
0.255630 0.616060 0.550553 
0.239510 0.648806 0.636781 
0.049425 0.580636 0.932414 
0.108569 0.733469 0.601574 
0.106019 0.694244 0.699944 
0.045329 0.540196 0.975927 
0.292663 0.535277 0.690659 
0.003020 0.937091 0.696915 
0.387147 0.477052 0.540508 
0.414957 0.510150 0.575871 
0.049749 0.664865 0.665869 
0.136099 0.914234 0.531344 
0.077929 0.711520 0.601739 
0.372459 0.671738 0.532562 
0.149412 0.626015 0.813926 
0.330839 0.636554 0.667748 
0.051134 0.711583 0.807337 
0.092297 0.917334 0.605822 
0.012849 0.932350 0.531204 
0.185921 0.811188 0.586051 
0.015216 0.526924 0.990366 
0.051850 0.631449 0.894072 
0.158082 0.873083 0.548576 
0.196585 0.525510 0.733859 
0.099213 0.703666 0.704118 
0.171545 0.618202 0.725646 
0.030814 0.841803 0.519342 
0.003116 0.861362 0.653648 
0.302754 0.568789 0.632213 
0.177538 0.524555 0.816467 
0.257254 0.634146 0.580722 
0.218108 0.606675 0.535685 
0.072202 0.817636 0.655527 
0.351883 0.550653 0.629607 
0.071560 0.723050 0.775931 
0.011969 0.616134 0.809762 
0.191025 0.906124 0.579915 
0.249362 0.528193 0.759641 
0.112843 0.650718 0.661767 
0.068918 0.755531 0.799501 
0.217691 0.559459 0.738374 
0.121836 0.804477 0.511048 
0.439736 0.590360 0.515192 
0.186227 0.622557 0.862103 
0.045601 0.601662 0.880763 
0.051646 0.932592 0.581305 
0.251916 0.735154 0.526047 
0.427240 0.575077 0.602712 
0.029266 0.732251 0.767149 
0.269351 0.582318 0.668893 
0.312591 0.713439 0.529779 
0.035035 0.619676 0.868176 
0.202332 0.632197 0.754941 
0.228729 0.786368 0.551710 
0.093252 0.674534 0.689291 
0.364979 0.519006 0.508599 
0.244587 0.598939 0.703184 
0.040789 0.533383 0.904871 
0.247516 0.519698 0.741330 
0.213778 0.713700 0.573318 
0.255208 0.499748 0.670337 
0.163507 0.613139 0.553633 
0.276172 0.637794 0.694265 
0.037452 0.590668 0.986995 
0.212163 0.591102 0.682187 
0.084199 0.733495 0.698158 
0.010719 0.661970 0.849276 
0.056650 0.899406 0.568906 
0.048625 0.532572 0.994586 
0.350890 0.670860 0.537406 
0.149025 0.702426 0.660048 
0.150926 0.698885 0.563959 
0.261507 0.710371 0.537572 
0.159931 0.723392 0.689465 
0.113298 0.681497 0.599815 
0.004452 0.700918 0.744139 
0.102021 0.620268 0.787004 
0.081572 0.566750 0.947423 
0.084566 0.571529 0.651271 
0.102037 0.645528 0.800226 
0.170282 0.792600 0.520976 
0.015339 0.562752 0.743505 
0.368811 0.658405 0.599565 
0.000976 0.541798 0.866920 
0.310967 0.606236 0.614375 
0.266370 0.716646 0.544111 
0.077932 0.821613 0.666150 
0.013276 0.692894 0.733314 
0.086303 0.880429 0.553462 
0.115262 0.702074 0.627433 
0.260371 0.597054 0.608634 
0.199066 0.504675 0.771111 
0.305938 0.539803 0.656931 
0.299860 0.587353 0.593890 
0.069799 0.669709 0.587493 
0.079555 0.890438 0.553146 
0.243386 0.712833 0.496840 
0.317648 0.679817 0.533507 
0.224272 0.660289 0.636204 
0.048845 0.749614 0.724538 
0.102379 0.497951 0.829705 
0.126858 0.597192 0.811971 
0.167652 0.722342 0.590963 
0.196423 0.737628 0.643515 
0.336018 0.545840 0.690397 
0.306279 0.522530 0.649954 
0.013925 0.734469 0.575338 
0.152484 0.886341 0.732574 
0.482668 0.574788 0.569396 
0.183262 0.719825 0.516263 
0.141289 0.885767 0.535031 
0.115774 0.659557 0.734795 
0.098152 0.628242 0.749823 
0.014530 0.840816 0.587037 
0.266928 0.525564 0.740536 
0.109700 0.758831 0.733782 
0.364918 0.718167 0.579450 
0.125866 0.622024 0.704359 
0.348124 0.610317 0.582730 
0.117284 0.728213 0.628767 
0.401380 0.588816 0.555855 
0.302245 0.660452 0.628308 
0.303854 0.634018 0.650331 
0.007160 0.698182 0.786584 
0.479418 0.525558 0.560727 
0.353326 0.513857 0.655590 
0.178725 0.731052 0.640064 
0.133186 0.831768 0.636428 
0.369621 0.534785 0.617287 
0.116103 0.571306 0.796362 
0.167535 0.613162 0.686786 
0.171844 0.840916 0.507474 
0.150237 0.693864 0.818438 
0.333117 0.501447 0.554202 
0.462737 0.550329 0.511021 
0.146812 0.627918 0.669491 
0.416330 0.583823 0.537632 
0.004824 0.941920 0.511077 
0.164520 0.609495 0.675738 
0.184324 0.600625 0.820001 
0.197242 0.665109 0.571008 
0.278431 0.530690 0.760170 
0.106584 0.748511 0.662258 
0.408824 0.459995 0.461793 
0.078342 0.841391 0.504059 
0.308575 0.517732 0.673816 
0.014606 0.912303 0.578830 
0.144290 0.713489 0.614686 
0.345852 0.561618 0.550160 
0.130224 0.779962 0.660360 
0.041277 0.737730 0.696600 
0.034766 0.860035 0.580062 
0.068536 0.620509 0.881202 
0.081658 0.698688 0.712696 
0.132884 0.910206 0.527252 
0.148430 0.860634 0.518098 
0.069009 0.748902 0.783237 
0.161946 0.689622 0.508936 
0.038240 0.846145 0.709234 
0.055676 0.666795 0.761286 
0.156902 0.577786 0.909665 
0.175655 0.560932 0.597963 
0.164578 0.809321 0.675739 
0.021971 0.606426 0.901173 
0.114166 0.843789 0.669335 
0.231648 0.594601 0.701282 
0.113521 0.851325 0.539950 
0.456111 0.550504 0.612210 
0.315686 0.647506 0.551268 
0.373783 0.496444 0.613965 
0.018781 0.619572 0.746282 
0.040589 0.902102 0.525961 
0.219586 0.717896 0.643531 
0.062765 0.866272 0.630298 
0.180797 0.638595 0.683857 
0.002123 0.569341 0.827714 
0.155325 0.772567 0.624941 
0.084342 0.703135 0.954489 
0.249535 0.458937 0.608126 
0.040033 0.711389 0.645769 
0.004418 0.967380 0.515771 
0.166792 0.712930 0.603587 
0.315938 0.527963 0.588833 
0.255321 0.609388 0.751312 
0.345942 0.527768 0.705339 
0.381895 0.642611 0.568406 
0.340303 0.503400 0.595995 
0.326357 0.692993 0.544448 
0.068996 0.717500 0.764543 
0.144807 0.777767 0.537379 
0.404316 0.508101 0.561277 
0.146836 0.551339 0.683218 
0.140221 0.552673 0.689080 
0.362966 0.546599 0.652325 
0.238140 0.607337 0.650014 
0.051400 0.652267 0.885548 
0.265781 0.651458 0.641940 
0.238783 0.698776 0.713005 
0.341266 0.668479 0.612037 
0.068803 0.964822 0.620671 
0.127224 0.589861 0.813720 
0.346471 0.652627 0.619554 
0.318207 0.644040 0.508593 
0.377766 0.699966 0.578398 
0.222094 0.515109 0.774779 
0.079986 0.542874 0.808584 
0.074270 0.915101 0.556458 
0.281197 0.510347 0.680708 
0.263262 0.464945 0.631702 
0.284500 0.629308 0.529856 
0.210626 0.821011 0.525744 
0.170999 0.534013 0.790336 
0.060016 0.700594 0.575520 
0.329862 0.593079 0.561072 
0.336317 0.646882 0.502303 
0.145771 0.875493 0.518846 
0.253725 0.550940 0.832125 
0.005532 0.493664 0.951574 
0.170333 0.707260 0.497547 
0.140740 0.751475 0.689424 
0.077428 0.565745 0.787158 
0.135722 0.774756 0.581134 
0.461708 0.597448 0.538274 
0.000686 0.641741 0.725249 
0.010835 0.500827 0.973794 
0.212220 0.612151 0.705587 
0.074164 0.921910 0.548315 
0.277909 0.827491 0.628914 
0.116272 0.692422 0.663514 
0.285470 0.646546 0.482316 
0.326985 0.500450 0.646073 
0.037193 0.811136 0.563211 
0.065380 0.654938 0.811856 
0.240531 0.587090 0.642072 
